available_date,n_firms,cdi_spearman_rho,cdi_spearman_pval,cdi_pearson_shares,cdi_pearson_pval
2022-06-30,6,0.3714285714285715,0.46847813411078715,0.7321257903272378,0.09802401809847197
2023-06-30,6,0.6,0.20799999999999985,0.7639948514807552,0.07697508705411084
